timestamp_gpst,truth_gpst,time_offset_s,elapsed_s,solution_lon_deg,solution_lat_deg,solution_height_m,solution_roll_deg,solution_pitch_deg,solution_yaw_deg,truth_lon_deg,truth_lat_deg,truth_height_m,truth_heading_deg,truth_pitch_deg,truth_roll_deg,solution_east_m,solution_north_m,solution_up_m,truth_east_m,truth_north_m,truth_up_m,east_error_m,north_error_m,up_error_m,horizontal_error_m,translation_error_m,roll_error_deg,pitch_error_deg,yaw_error_deg,attitude_error_deg,velocity_east_error_mps,velocity_north_error_mps,velocity_up_error_mps,velocity_horizontal_error_mps,velocity_3d_error_mps,solution_status,num_satellites,differential_age_s,std_east_m,std_north_m,std_up_m,std_roll_deg,std_pitch_deg,std_yaw_deg,std_velocity_east_mps,std_velocity_north_mps,std_velocity_up_mps
120993.630777,120993.630777,0,1.00038814545,121.443430488,31.0305656038,17.1318906164,-0.386238614784,1.47417683042,32.6144945448,121.443432115,31.0305631819,17.2,-33.017543054,-0.470419689038,-179.694411573,-2.0099452702,3.62492960222,-0.0541093836203,-1.85455825397,3.35641737309,0.014,-0.155386967427,0.268512230986,-0.0681093836203,0.310232054816,0.317620553447,179.308172958,1.94459651946,65.6320375989,190.952262895,-0.0273468036552,-0.0401762563176,-0.00778291907531,0.0486001979611,0.0492194379406,fixed,35,0,0,0,0,0,0,0,0,0,0
120993.730816,120993.730816,0,1.10042643547,121.443428211,31.0305683249,17.1362677906,-0.370442365757,1.43299769741,33.6310703208,121.443429899,31.0305659029,17.2010815649,-34.1477556179,-0.451119757576,-179.738664885,-2.22731924202,3.92661970257,-0.0497322094291,-2.06618780443,3.65809298885,0.0150815649036,-0.161131382434,0.268526715735,-0.0648137743327,0.313161171712,0.319797974996,179.368222519,1.88411745498,67.7788259387,191.75629949,-0.0290689159251,-0.032355411304,-0.0450992805108,0.0434956838515,0.0626563613395,fixed,37,0,0,0,0,0,0,0,0,0,0
120993.830855,120993.830855,0,1.20046567917,121.443425908,31.0305709528,17.1365578184,-0.347062824344,1.36647017976,34.8126155082,121.443427635,31.0305685661,17.203,-35.3128142647,-0.441712838624,-179.789724328,-2.44718766113,4.21798049643,-0.0494421816096,-2.28232134489,3.95336128741,0.017,-0.164866255256,0.264619211188,-0.0664421816096,0.311775895559,0.318776995012,179.442661504,1.80818301839,70.1254297729,192.666847678,-0.0497093456758,-0.0422786041158,0.00296152164043,0.0652571790188,0.0653243448029,float,37,0,0,0,0,0,0,0,0,0,0
120993.930893,120993.930893,0,1.30050396919,121.443423547,31.0305735629,17.1469642883,-0.335224081658,1.44126130506,35.8804369634,121.443425338,31.03057118,17.204,-36.5431821527,-0.420999784985,-179.744728306,-2.67258231058,4.50735540637,-0.0390357116833,-2.50162780983,4.24316668333,0.018,-0.170954432869,0.264188725355,-0.0570357116833,0.314676183914,0.319803335082,179.409504224,1.86226109005,72.4236191161,193.484931786,-0.0377200705345,-0.0398238456696,0.00756505684471,0.0548520045672,0.0553712243869,float,36,0,0,0,0,0,0,0,0,0,0
120994.03093,120994.03093,0,1.40054106712,121.44342113,31.0305760478,17.1504077874,-0.300127932968,1.44520654739,37.1744905487,121.443422978,31.0305737263,17.2050930281,-37.8305049311,-0.400134424792,-179.69556998,-2.90337704008,4.78285901003,-0.0355922125876,-2.72695070066,4.52547829795,0.0190930280687,-0.17642626471,0.25738071448,-0.0546852406563,0.312043360875,0.316798886696,179.395442047,1.84534097218,75.0049954797,194.452768706,-0.0340187503988,-0.0496144508428,-0.0315346822109,0.0601570370874,0.0679213169283,float,36,0,0,0,0,0,0,0,0,0,0
120994.130969,120994.130969,0,1.5005800724,121.443418567,31.0305784741,17.1527106566,-0.296091096431,1.4180640304,38.3543488905,121.44342055,31.0305762155,17.209,-39.1792281147,-0.403858888556,-179.668768236,-3.1480485039,5.05186655387,-0.0332893433645,-2.95873343704,4.80144809269,0.023,-0.189314981888,0.250418463773,-0.0562893433645,0.313926057162,0.318932688105,179.37267714,1.82192291896,77.5335770051,195.420910526,-0.0625919685921,-0.0601863317643,-0.022539271968,0.0868340317126,0.0897115814392,float,36,0,0,0,0,0,0,0,0,0,0
120994.231008,120994.231008,0,1.60061836243,121.443415942,31.030580835,17.155829763,-0.224992801518,1.4363178801,39.7633574138,121.443418037,31.0305786506,17.209,-40.6622740026,-0.347827617124,-179.629412171,-3.39867849648,5.31361590926,-0.0301702369601,-3.19862465995,5.0714292128,0.023,-0.200053741642,0.242186699056,-0.0531702369601,0.314127198352,0.318595308884,179.404419369,1.78414549722,80.4256314164,196.61488004,-0.0626044932452,-0.0662639279379,0.0165010270645,0.0911604668716,0.0926418621058,float,36,0,0,0,0,0,0,0,0,0,0
120994.331047,120994.331047,0,1.70065736771,121.443413239,31.0305831507,17.1576181641,-0.185613989757,1.35239971662,41.300065027,121.443415406,31.0305810277,17.2091046581,-42.193458473,-0.33126297704,-179.68131738,-3.6567035677,5.57036000536,-0.0283818359151,-3.44987647639,5.33498731879,0.0231046581267,-0.206826988083,0.235372689188,-0.0514864940419,0.313333218499,0.317535139605,179.49570339,1.68366269366,83.4935234999,197.971489669,-0.0769394803184,-0.0682692025563,-0.0299397530937,0.102860914099,0.107129624589,fixed,36,0,0,0,0,0,0,0,0,0,0
120994.431085,120994.431085,0,1.80069565773,121.443410459,31.030585402,17.1569408234,-0.193260232236,1.35866275552,42.9872025422,121.443412666,31.0305833555,17.2101084871,-43.8099220843,-0.362870081977,-179.699464376,-3.92215935518,5.81995910975,-0.0290591765791,-3.71143245627,5.5930657243,0.0241084871298,-0.210726788644,0.226893388087,-0.0531676637089,0.309655274474,0.314186552026,179.506204144,1.7215328375,86.7971246266,199.397045728,-0.0633192602091,-0.0818955825458,-0.0344645521968,0.103519153561,0.109105547577,float,36,0,0,0,0,0,0,0,0,0,0
120994.531124,120994.531124,0,1.90073466301,121.443407516,31.0305876345,17.1635694206,-0.244200776031,1.30309822759,44.5597998938,121.443409823,31.0305856253,17.211,-45.5091239845,-0.413229856652,-179.747210043,-4.20313419696,6.0674760209,-0.0224305794239,-3.98290601059,5.84471518729,0.025,-0.220228065934,0.222760836308,-0.0474305794239,0.313245576534,0.316816115566,179.503009267,1.71632808424,90.0689238784,200.839954109,-0.0635451277301,-0.079244766018,0.0180680504779,0.101576159602,0.103170590032,fixed,36,0,0,0,0,0,0,0,0,0,0
120994.631163,120994.631163,0,2.00077390671,121.443404521,31.0305897892,17.170184521,-0.262163144839,1.28838126422,46.2578351089,121.443406887,31.0305878244,17.212,-47.2664366552,-0.421152729681,-179.785403923,-4.4890461191,6.30637047765,-0.0158154789954,-4.26315783425,6.08853421899,0.026,-0.225888156167,0.217836261408,-0.0418154789954,0.313812198425,0.316585896976,179.523240778,1.7095339939,93.5242717641,202.430990451,-0.0659594776945,-0.0818636040971,0.0334501088071,0.105129930912,0.110323216744,fixed,36,0,0,0,0,0,0,0,0,0,0
