utc_tow,elapsed,solution_lon,solution_lat,solution_height,truth_lon,truth_lat,truth_height,solution_east_m,solution_north_m,solution_up_m,truth_east_m,truth_north_m,truth_up_m,ape_translation_m,ape_horizontal_m,attitude_error_deg,east_error_m,north_error_m,up_error_m,horizontal_error_m,spatial_error_m,fix_quality,satellites
120998.232539,5.6021502018,121.443232879,31.030604633,17.1674173288,121.44323281672676,31.03060469184701,17.14410704924695,-20.739203708803092,7.663311370228822,0.05149889414526143,-20.745149189644078,7.669835755254838,0.028188614592213668,0.02492559780114836,0.008827020613059386,0.5643305462793515,0.0059454765699964406,-0.0065243851249752755,0.023310279553047764,0.008827020613059386,0.02492559780114836,fixed,36.0
120998.332577,5.70218729973,121.4432267,31.0306034722,17.1659164671,121.44322664316896,31.030603540247235,17.14335700779229,-21.329138004288357,7.534613139941684,0.04999803244526291,-21.33456389527735,7.542157556577952,0.027438573137551714,0.024398517982846816,0.009292926100159311,0.601415433414525,0.005425887155901474,-0.00754441674846012,0.022559459307711194,0.009292926100159311,0.024398517982846816,fixed,36.0
120998.432614,5.80222463608,121.443220484,31.0306022396,17.1673478568,121.44322044611604,31.03060231504406,17.146495307542445,-21.922604838341346,7.397954423224377,0.05142942214526158,-21.92622177509613,7.406318927999287,0.03057687288770694,0.022756888322963412,0.00911302121171052,0.6548971993457727,0.003616934247698966,-0.008364504901840169,0.020852549257554642,0.00911302121171052,0.022756888322963412,fixed,36.0
120998.532651,5.90226173401,121.443214277,31.0306009617,17.175642618,121.44321424063727,31.03060101047731,17.14946421052691,-22.515212407897646,7.256273281995516,0.059724183345263526,-22.518684105045907,7.261681236512639,0.03354577587217378,0.026955660917696668,0.0064264016123113795,0.7338710581624395,0.0034716947907815995,-0.005407954600621035,0.02617840747308975,0.0064264016123113795,0.026955660917696668,float,37.0
120998.632688,6.00229907036,121.443208043,31.0305995873,17.1804128261,121.44320799610162,31.030599624825673,17.151618100116735,-23.110397775802575,7.103893158576436,0.06449439144526181,-23.114875354458114,7.108053640706492,0.035699665461997654,0.029436279325464214,0.006112143329101816,0.6908942311787605,0.004477575681342173,-0.004160482194810716,0.028794725983264158,0.006112143329101816,0.029436279325464214,float,37.0
120998.732725,6.10233616829,121.443201716,31.0305981277,17.1845897855,121.44320167116659,31.03059817368663,17.1538849890163,-23.714462232846586,6.942066886020462,0.06867135084526055,-23.718742660524367,6.947165437493936,0.03796655436156371,0.0314181761466463,0.0066571213956523895,0.682498804196972,0.004280424900959523,-0.005098551553500119,0.03070479648369684,0.0066571213956523895,0.0314181761466463,float,37.0
120998.832763,6.20237350464,121.44319525,31.0305966237,17.189981631,121.44319524091243,31.030596659104962,17.159919019216073,-24.33179758452337,6.775317973090105,0.0740631963452607,-24.3326652130451,6.779243331362404,0.04400058456133493,0.030330213379449616,0.00402010153751266,0.8275435899501176,0.0008676279734270054,-0.003925358336717631,0.030062611783925774,0.00402010153751266,0.030330213379449616,float,37.0
120998.9328,6.30241060257,121.443188765,31.0305950611,17.2027653372,121.44318873642091,31.030595098953864,17.167774407296033,-24.950946945774504,6.602072061713426,0.08684690254526117,-24.953675507921627,6.606268930220856,0.05185597264129527,0.03534719117084007,0.0050058713650731335,0.7913084465872746,0.002728560470624742,-0.0041968685804779785,0.034990929903965906,0.0050058713650731335,0.03534719117084007,float,37.0
120999.032857,6.40246748924,121.443182185,31.030593491,17.2119864495,121.44318218088277,31.030593547884774,17.1727818863053,-25.57916634275097,6.427994622207653,0.09606801484526173,-25.57955943249373,6.434301453469132,0.056863451650563945,0.03971055799957059,0.00631906965859755,0.7602056488741711,0.00039308950791717745,-0.0063068313747058095,0.039204563194697784,0.00631906965859755,0.03971055799957059,float,37.0
120999.132903,6.50251364708,121.443175677,31.0305919577,17.2125533381,121.44317558245575,31.030592032156008,17.178082975828655,-26.200511606748947,6.257997209701506,0.09663490344526338,-26.209538131567353,6.2662521688628985,0.06216454117391734,0.03657633502771926,0.012232023910299013,0.5089233899299582,0.009026519576081547,-0.008254959314541978,0.03447036227134603,0.012232023910299013,0.03657633502771926,float,37.0
120999.232935,6.60254573822,121.443169072,31.0305903785,17.2194367461,121.44316899609885,31.03059045439564,17.18561754697701,-26.83111785548779,6.08291085133621,0.10351831144526358,-26.83836444872874,6.0913254223784365,0.06969911232227233,0.03559573418774833,0.011104866637844093,0.5683914694613114,0.00724658916036266,-0.008414571206259838,0.03381919912299125,0.011104866637844093,0.03559573418774833,float,37.0
120999.332974,6.70258498192,121.443162516,31.0305886052,17.2211019527,121.44316245624587,31.030588711046082,17.192428073868527,-27.457045876424285,5.886304569025167,0.10518351804526205,-27.4627508459962,5.89803975509745,0.07650963921378917,0.031503215191474004,0.01304841906739395,0.589165644838626,0.005704966469422851,-0.011735186310455023,0.028673878831472877,0.01304841906739395,0.031503215191474004,float,37.0
120999.433013,6.8026239872,121.44315586,31.0305867978,17.227981599,121.44315585190567,31.03058694294039,17.225369611524417,-28.092521301981012,5.685917611420751,0.11206316434526187,-28.093294100969892,5.702009367449069,0.10945117686967976,0.0163206715964084,0.01611030238031596,0.6681501712337355,0.0007727985868818718,-0.016091756433942426,0.0026119874755821115,0.01611030238031596,0.0163206715964084,float,37.0
